col_idx,col_letter,excel_header,proposed_pg_name,proposed_pg_type,complexity,source_tables,sample_value,excel_formula
354,MP,!3wk ol days,c_3wk_ol_days,NUMERIC,arithmetic,,-3,=(-1)*MN2
355,MQ,BULL,bull,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1840>
356,MR,!BULL,bull,NUMERIC,arithmetic,,0,=(-1)*MQ2
357,MS,PerfOrBull,perforbull,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1960>
358,MT,!PerfOrBull,perforbull,NUMERIC,arithmetic,,0,=(-1)*MS2
359,MU,50-DMA-Rule,c_50_dma_rule,NUMERIC,array_formula,,2,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1a80>
360,MV,50-DMA-Crossover,c_50_dma_crossover,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1ae0>
361,MW,200-DMA-Rule,c_200_dma_rule,NUMERIC,array_formula,,2,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1b40>
362,MX,200-DMA-Crossover,c_200_dma_crossover,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1ba0>
363,MY,52-Wk Low Rule,c_52_wk_low_rule,NUMERIC,array_formula,,3,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1c00>
364,MZ,52-Wk High Rule,c_52_wk_high_rule,NUMERIC,array_formula,,-1,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1c60>
365,NA,BRRTrade,brrtrade,NUMERIC,conditional,,0,"=IF(ABS(DX2-AF2)<=AC2*0.5,1,0)"
366,NB,TRRTrade,trrtrade,NUMERIC,conditional,,0,"=IF(ABS(DY2-AF2)<=AC2*0.5,-1,0)"
367,NC,Up Resistance,up_resistance,NUMERIC,conditional,,0,"=IF(AND((EH2+0.05*AC2)>CG2,D2<CG2),-0.5,0)+IF(AND((EH2+0.05*AC2)>CH2,D2<CH2),-0.5,0)"
368,ND,Down Resistance,down_resistance,NUMERIC,conditional,,0.5,"=IF(AND((EI2+0.05*AC2)<BA2,D2>BA2),1,0)+IF(AND((EI2+0.05*AC2)>CG2,D2>CG2),0.5,0)+IF(AND((EI2+0.05*AC2)<CH2,D2>CH2),0.5,0)"
369,NE,Earnings,earnings,NUMERIC,array_formula,,1,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab1fc0>
370,NF,VS Price,vs_price,NUMERIC,array_formula,,-1,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2020>
371,NG,VS Volume Spike,vs_volume_spike,NUMERIC,array_formula,,2,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2080>
372,NH,VS Volatility,vs_volatility,NUMERIC,array_formula,,2,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab20e0>
373,NI,VS Days,vs_days,NUMERIC,array_formula,,1,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2140>
374,NJ,VS LT Outlook Rule,vs_lt_outlook_rule,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab21a0>
375,NK,Current Price SD Rule,current_price_sd_rule,NUMERIC,array_formula,,2,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2200>
376,NL,Current Volume Rule,current_volume_rule,NUMERIC,array_formula,,1,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2260>
377,NM,Current Volatility Rule,current_volatility_rule,NUMERIC,array_formula,,2,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab22c0>
378,NN,Short Term Oulook (If LT Bullish),short_term_oulook_if_lt_bullish,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2320>
379,NO,Short Term Oulook (If LT Bearish),short_term_oulook_if_lt_bearish,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2380>
380,NP,End,end,TEXT,static_input,,,
381,NQ,899-SA-Trend-Breaks,c_899_sa_trend_breaks,NUMERIC,array_formula,,40,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab23e0>
382,NR,898-SA-Streak-VeryBad,c_898_sa_streak_verybad,NUMERIC,array_formula,,50,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2440>
383,NS,897-SW-Vlm-Spike-Price-Dn,c_897_sw_vlm_spike_price_dn,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab24a0>
384,NT,896-SA-TRbelowTN-Trade-Breaks,c_896_sa_trbelowtn_trade_breaks,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2500>
385,NU,895-SA-!TN!TD!Bull-TRR-Rev,c_895_sa_tn_td_bull_trr_rev,NUMERIC,array_formula,,40,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2560>
386,NV,894-SA-!Bull-TN-TRR,c_894_sa_bull_tn_trr,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab25c0>
387,NW,893-SA-TRR-blw-TN,c_893_sa_trr_blw_tn,NUMERIC,array_formula,,20,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2620>
388,NX,889-STM-OverBought,c_889_stm_overbought,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2680>
389,NY,888-STM-!Bull-BBTh-Crossover-RSI-IVHV,c_888_stm_bull_bbth_crossover_rsi_ivhv,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab26e0>
390,NZ,887-STM-!Bull--BBTh-Crossover-RSI-IV,c_887_stm_bull_bbth_crossover_rsi_iv,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2740>
391,OA,859-SS-Bull-BBTh-Crossover-RSI-IVHV,c_859_ss_bull_bbth_crossover_rsi_ivhv,NUMERIC,array_formula,,40,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab27a0>
392,OB,858-SS-Bull-BBTh-Crossover-RSI-IV,c_858_ss_bull_bbth_crossover_rsi_iv,NUMERIC,array_formula,,40,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2800>
393,OC,857-SS-BBTh-Crossover-RSIOnly,c_857_ss_bbth_crossover_rsionly,NUMERIC,array_formula,,20,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2860>
394,OD,798-STM-!Bull-TRR-Rev,c_798_stm_bull_trr_rev,NUMERIC,array_formula,,40,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab28c0>
395,OE,796-SW-!Bull-BBTh-Crossover,c_796_sw_bull_bbth_crossover,NUMERIC,array_formula,,20,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2920>
396,OF,793-STM-!TD!Bull-TRR-Rev,c_793_stm_td_bull_trr_rev,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2980>
397,OG,792-STM-Bull-TN-TD-TRR-RSI-IV,c_792_stm_bull_tn_td_trr_rsi_iv,NUMERIC,array_formula,,20,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab29e0>
398,OH,791-STM-!Bull-HighAbvTRR,c_791_stm_bull_highabvtrr,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2a40>
399,OI,789-SS-!Bull-OverBought,c_789_ss_bull_overbought,NUMERIC,array_formula,,20,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2aa0>
400,OJ,788-SS-!Bull-TN-TD-TRR,c_788_ss_bull_tn_td_trr,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2b00>
401,OK,787-SS-Bull-TRR-Rev,c_787_ss_bull_trr_rev,NUMERIC,array_formula,,50,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2b60>
402,OL,786-SS-Bull-OverBought,c_786_ss_bull_overbought,NUMERIC,array_formula,,40,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2bc0>
403,OM,785-SS-Trade-Breaks,c_785_ss_trade_breaks,NUMERIC,array_formula,,50,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2c20>
404,ON,784-SS-Streak-GoingBad,c_784_ss_streak_goingbad,NUMERIC,array_formula,,50,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2c80>
405,OO,783-SW-Vol-Spke-Price-Dn-Past,c_783_sw_vol_spke_price_dn_past,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2ce0>
406,OP,782-SS-3mnHigh,c_782_ss_3mnhigh,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2d40>
407,OQ,781-SS-TRR-CloseToTrade,c_781_ss_trr_closetotrade,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2da0>
408,OR,699-SW-Resistance,c_699_sw_resistance,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2e00>
409,OS,698-SS-Bull-HighAbvTRR,c_698_ss_bull_highabvtrr,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2e60>
410,OT,697-STM-Earnings-Date,c_697_stm_earnings_date,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2ec0>
411,OU,449-B-TN-TD-LRR-UP-MACD,c_449_b_tn_td_lrr_up_macd,NUMERIC,array_formula,,31,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2f20>
412,OV,448-BS-TN-TD-LRR,c_448_bs_tn_td_lrr,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2f80>
413,OW,399-B-TN-TD-LRR-UP-MACD,c_399_b_tn_td_lrr_up_macd,NUMERIC,array_formula,,31,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab2fe0>
414,OX,398-B-TN-TD-LRR-UP-DAY,c_398_b_tn_td_lrr_up_day,NUMERIC,array_formula,,21,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3040>
415,OY,397-B-TN-TD-LRR,c_397_b_tn_td_lrr,NUMERIC,array_formula,,31,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab30a0>
416,OZ,396-BS-LRR-CloseToTrade,c_396_bs_lrr_closetotrade,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3100>
417,PA,395-BS-TN-TD-LRR,c_395_bs_tn_td_lrr,NUMERIC,array_formula,,20,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3160>
418,PB,394-BS-TN-LRR,c_394_bs_tn_lrr,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab31c0>
419,PC,299-BS-BB-Streak-HiHi-TN-TD,c_299_bs_bb_streak_hihi_tn_td,NUMERIC,array_formula,,11,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3220>
420,PD,298-BS-BB-HL-HiHi-TN-TD,c_298_bs_bb_hl_hihi_tn_td,NUMERIC,array_formula,,31,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3280>
421,PE,279-BS-BB-Streak-HiHi,c_279_bs_bb_streak_hihi,NUMERIC,array_formula,,1,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab32e0>
422,PF,278-BS-BB-HL-HiHi,c_278_bs_bb_hl_hihi,NUMERIC,array_formula,,21,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3340>
423,PG,277-BS-VS-LT,c_277_bs_vs_lt,NUMERIC,array_formula,,21,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab33a0>
424,PH,269-BS-Bull,c_269_bs_bull,NUMERIC,array_formula,,41,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3400>
425,PI,268-BS-3M-HiHi,c_268_bs_3m_hihi,NUMERIC,array_formula,,11,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3460>
426,PJ,267-BS-Trade-CO,c_267_bs_trade_co,NUMERIC,array_formula,,31,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab34c0>
427,PK,199-BS-TN-LRR-MACD-UP-DAY,c_199_bs_tn_lrr_macd_up_day,NUMERIC,array_formula,,41,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3520>
428,PL,198-BS-TN-LRR-UP-MACD,c_198_bs_tn_lrr_up_macd,NUMERIC,array_formula,,41,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3580>
429,PM,197-BS-TN-LRR-UP-DAY,c_197_bs_tn_lrr_up_day,NUMERIC,array_formula,,51,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab35e0>
430,PN,196-BS-TN-LRR,c_196_bs_tn_lrr,NUMERIC,array_formula,,31,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3640>
431,PO,189-BR-BB-LoHi,c_189_br_bb_lohi,NUMERIC,array_formula,,61,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab36a0>
432,PP,188-BR-TNabvTD-UP-MACD-DAY,c_188_br_tnabvtd_up_macd_day,NUMERIC,array_formula,,31,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3700>
433,PQ,187-BR-NoTN-NoTD-UP-MACD-DAY,c_187_br_notn_notd_up_macd_day,NUMERIC,array_formula,,51,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3760>
434,PR,186-BR-Trend-CO,c_186_br_trend_co,NUMERIC,array_formula,,32,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab37c0>
435,PS,99-BS-Min,c_99_bs_min,NUMERIC,array_formula,,31,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3820>
436,PT,98-BW-TD-LRR-RSI,c_98_bw_td_lrr_rsi,NUMERIC,array_formula,,60,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3880>
437,PU,97-BW-TD-RSI-IV,c_97_bw_td_rsi_iv,NUMERIC,array_formula,,60,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab38e0>
438,PV,96-BW-RSI-IVHV-Min,c_96_bw_rsi_ivhv_min,NUMERIC,array_formula,,70,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3940>
439,PW,95-BW-LowBelwLRR,c_95_bw_lowbelwlrr,NUMERIC,array_formula,,30,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab39a0>
440,PX,94-BW-UP-MACD,c_94_bw_up_macd,NUMERIC,array_formula,,33,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3a00>
441,PY,93-BW-LRRabvTD,c_93_bw_lrrabvtd,NUMERIC,array_formula,,20,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3a60>
442,PZ,92-BS-RSI-MACD-Vlme-IVHV-IVBRR,c_92_bs_rsi_macd_vlme_ivhv_ivbrr,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3ac0>
443,QA,92-BS-RSI-MACD-Vlme-IVHV-IVBRR,c_92_bs_rsi_macd_vlme_ivhv_ivbrr,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3b20>
444,QB,92-BS-RSI-MACD-Vlme-IVHV-IVBRR,c_92_bs_rsi_macd_vlme_ivhv_ivbrr,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3b80>
445,QC,52-BS-BRR,c_52_bs_brr,NUMERIC,array_formula,,10,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3be0>
446,QD,51-BS-TRADE-TREND,c_51_bs_trade_trend,NUMERIC,array_formula,,0,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3c40>
447,QE,Tn Td Rule,tn_td_rule,NUMERIC,array_formula,,4,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3ca0>
448,QF,Tn Td Rule Action,tn_td_rule_action,NUMERIC,cross_sheet_lookup,ref_param,10,"=_xlfn.XLOOKUP(QE2,Parm!$BS$26:$BS$31,Parm!$BV$26:$BV$31)"
449,QG,Tn Td Rule Desc,tn_td_rule_desc,TEXT,cross_sheet_lookup,ref_param,Bull,"=_xlfn.XLOOKUP(QE2,Parm!$BS$26:$BS$31,Parm!$BT$26:$BT$31)"
450,QH,A_BB_Bot_Slope,a_bb_bot_slope,NUMERIC,cross_sheet_lookup,drv_td,6.8,"=_xlfn.XLOOKUP($M2&$B2,TD!$D:$D,TD!$BI:$BI,"""")"
451,QI,A_BB_Top_Slope,a_bb_top_slope,NUMERIC,cross_sheet_lookup,drv_td,9.2,"=_xlfn.XLOOKUP($M2&$B2,TD!$D:$D,TD!$BH:$BH,"""")"
452,QJ,BBRngStrkRule,bbrngstrkrule,NUMERIC,array_formula,,4,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3d00>
453,QK,BBRngStrkRule Action,bbrngstrkrule_action,NUMERIC,cross_sheet_lookup,ref_param,10,"=_xlfn.XLOOKUP(QJ2,Parm!$BS$51:$BS$59,Parm!$BV$51:$BV$59,"""")"
454,QL,BBRngStrkRule Desc,bbrngstrkrule_desc,TEXT,cross_sheet_lookup,ref_param,Bull,"=_xlfn.XLOOKUP(QJ2,Parm!$BS$51:$BS$59,Parm!$BT$51:$BT$59,"""")"
455,QM,BullRiskRng-Action,bullriskrng_action,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3d60>
456,QN,!BullRiskRng-Action,bullriskrng_action,NUMERIC,array_formula,,-1,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3dc0>
457,QO,RiskRng Longs Action,riskrng_longs_action,TEXT,cross_sheet_lookup,ref_param,,"=IF(QJ2>=2,_xlfn.XLOOKUP(QM2,Parm!$BS$34:$BS$40,Parm!$BV$34:$BV$40,""""),IF(QJ2>=0,_xlfn.XLOOKUP(QN2,Parm!$BS$43:$BS$48,Parm!$BV$43:$BV$48,""""),""""))"
458,QP,RRBullBear,rrbullbear,TEXT,cross_sheet_simple,,,"=IF(QQ2="""","""",IF(QJ2>=2,""B"",IF(QJ2>=0,""!B"","""")))"
459,QQ,RRDesc,rrdesc,TEXT,cross_sheet_lookup,ref_param,,"=IF(QJ2>=2,_xlfn.XLOOKUP(QM2,Parm!$BS$34:$BS$40,Parm!$BT$34:$BT$40,""""),IF(QJ2>=0,_xlfn.XLOOKUP(QN2,Parm!$BS$43:$BS$48,Parm!$BT$43:$BT$48,""""),""""))"
460,QR,Td Tn BB Risk Range Rule Action,td_tn_bb_risk_range_rule_action,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3ee0>
461,QS,Td Tn BB Risk Range Rule Action,td_tn_bb_risk_range_rule_action,TEXT,cross_sheet_lookup,ref_param,,"=_xlfn.XLOOKUP(QR2,Parm!$AO$2:$AO$21,Parm!$AQ$2:$AQ$21,"""")"
462,QT,Td Tn BB Risk Range Rule Action Seq,td_tn_bb_risk_range_rule_action_seq,TEXT,cross_sheet_lookup,ref_param,,"=_xlfn.XLOOKUP(QR2,Parm!$AO$2:$AO$21,Parm!$AR$2:$AR$21,"""")"
463,QU,PS Rk,ps_rk,TEXT,cross_sheet_lookup,drv_ps,,"=_xlfn.XLOOKUP(B2,ps!A:A,ps!Z:Z,"""")"
464,QV,PS Outlook,ps_outlook,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dab3f40>
465,QW,PSRk Chg,psrk_chg,TEXT,cross_sheet_lookup,drv_ps,,"=_xlfn.XLOOKUP(B2,ps!A:A,ps!AA:AA,"""")"
466,QX,ETF,etf,TEXT,cross_sheet_lookup,"hist_etfchg,drv_etf",,"=_xlfn.XLOOKUP(B2,etfchg!C:C,etfchg!F:F,_xlfn.XLOOKUP(U2&B2,etf!A:A,etf!G:G,""""))"
467,QY,II,ii,TEXT,cross_sheet_lookup,drv_ii,,"=_xlfn.XLOOKUP(T2&B2,II!A:A,II!E:E,"""")"
468,QZ,II Chg,ii_chg,TEXT,cross_sheet_lookup,unknown:IIchg,,"=_xlfn.XLOOKUP(B2,IIchg!C:C,IIchg!E:E,"""")"
469,RA,II Final,ii_final,TEXT,conditional,,,"=IF(QZ2<>"""",QZ2,QY2)"
470,RB,CAll,call,TEXT,cross_sheet_lookup,drv_call,,"=_xlfn.XLOOKUP(B2,call!H:H,call!I:I,"""")"
471,RC,CAll Modifier,call_modifier,TEXT,cross_sheet_lookup,drv_call,,"=_xlfn.XLOOKUP(B2,call!H:H,call!J:J,"""")"
472,RD,RR,rr,TEXT,cross_sheet_lookup,hist_rr,,"=_xlfn.XLOOKUP(B2,RR!F:F,RR!J:J,"""")"
473,RE,Sg Rk,sg_rk,TEXT,cross_sheet_lookup,drv_ssl,,"=_xlfn.XLOOKUP(B2,ssL!C:C,ssL!D:D,"""")"
474,RF,KM,km,TEXT,cross_sheet_lookup,drv_ssl,,"=_xlfn.XLOOKUP(B2,ssL!C:C,ssL!E:E,"""")"
475,RG,SgRk Chg,sgrk_chg,TEXT,cross_sheet_lookup,drv_sss,,"=_xlfn.XLOOKUP(B2,sss!B:B,sss!Q:Q,"""")"
476,RH,Sg Strength,sg_strength,TEXT,cross_sheet_lookup,drv_ssl,,"=_xlfn.XLOOKUP(B2,ssL!C:C,ssL!F:F,"""")"
477,RI,SgS Chg,sgs_chg,TEXT,cross_sheet_lookup,drv_sss,,"=_xlfn.XLOOKUP(B2,sss!B:B,sss!U:U,"""")"
478,RJ,Sig OL,sig_ol,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc0a0>
479,RK,Sig Rating,sig_rating,NUMERIC,conditional,,0,"=_xlfn.NUMBERVALUE(IF(AND(_xlfn.NUMBERVALUE(RA2)=0,_xlfn.NUMBERVALUE(RB2)=0,_xlfn.NUMBERVALUE(RD2)=0,_xlfn.NUMBERVALUE(QX2)=0,_xlfn.NUMBERVALUE(QU2)=0,_xlfn.NUMBERVALUE(RE2)=0),""0"",IF(OR(_xlfn.NUMBERV"
480,RL,HE Outlook,he_outlook,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc1c0>
481,RM,SSS Entry,sss_entry,TEXT,cross_sheet_lookup,drv_sss,,"=_xlfn.XLOOKUP(B2,sss!V:V,sss!X:X,"""")"
482,RN,PS Date,ps_date,TEXT,cross_sheet_lookup,drv_ps,,"=_xlfn.XLOOKUP(B2,ps!AB:AB,ps!AG:AG,"""")"
483,RO,ETF Date,etf_date,TEXT,cross_sheet_lookup,"hist_etfchg,drv_etf",,"=_xlfn.XLOOKUP(B2,etfchg!C:C,etfchg!E:E,_xlfn.XLOOKUP(B2,etf!I:I,etf!N:N,""""))"
484,RP,II Date,ii_date,TEXT,cross_sheet_lookup,drv_ii,,"=_xlfn.XLOOKUP(B2,II!G:G,II!L:L,"""")"
485,RQ,CAll Date,call_date,TEXT,cross_sheet_lookup,drv_call,,"=_xlfn.XLOOKUP(B2,call!H:H,call!C:C,"""")"
486,RR,RR Date,rr_date,TEXT,cross_sheet_lookup,hist_rr,,"=_xlfn.XLOOKUP(B2,RR!F:F,RR!D:D,"""")"
487,RS,PS Entry,ps_entry,TEXT,cross_sheet_lookup,drv_ps,,"=_xlfn.XLOOKUP(B2,ps!AB:AB,ps!AD:AD,"""")"
488,RT,ETF Entry,etf_entry,TEXT,cross_sheet_lookup,"hist_etfchg,drv_etf",,"=_xlfn.XLOOKUP(B2,etfchg!C:C,etfchg!D:D,_xlfn.XLOOKUP(B2,etf!I:I,etf!K:K,""""))"
489,RU,II Entry,ii_entry,TEXT,cross_sheet_lookup,drv_ii,,"=_xlfn.XLOOKUP(B2,II!G:G,II!I:I,"""")"
490,RV,CAll Entry,call_entry,TEXT,cross_sheet_lookup,drv_call,,"=_xlfn.XLOOKUP(B2,call!H:H,call!L:L,"""")"
491,RW,RR Entry,rr_entry,TEXT,cross_sheet_lookup,hist_rr,,"=_xlfn.XLOOKUP(B2,RR!F:F,RR!O:O,"""")"
492,RX,HE Entry,he_entry,TEXT,lookup_local,,,"=_xlfn.SINGLE(_xlfn.IFNA(_xlfn.XLOOKUP(MAX(RN2:RR2), RN2:RR2, RS2:RW2),""""))"
493,RY,SSS Date,sss_date,TEXT,cross_sheet_lookup,drv_sss,,"=_xlfn.XLOOKUP(B2,sss!V:V,sss!AA:AA,"""")"
494,RZ,SS Entry Only,ss_entry_only,TEXT,conditional,,,"=IF(RX2="""",RM2,"""")"
495,SA,HE Entry,he_entry,TEXT,conditional,,,"=IF(RZ2="""",RX2,IF(_xlfn.NUMBERVALUE(RX2)<>0,MIN(RX2,RZ2),RZ2))"
496,SB,PS Cont,ps_cont,TEXT,cross_sheet_lookup,drv_ps,,"=_xlfn.XLOOKUP(B2,ps!AB:AB,ps!AF:AF,"""")"
497,SC,ETF Cont,etf_cont,TEXT,cross_sheet_lookup,"hist_etfchg,drv_etf",,"=_xlfn.XLOOKUP(B2,etfchg!C:C,etfchg!D:D,_xlfn.XLOOKUP(B2,etf!I:I,etf!M:M,""""))"
498,SD,II Cont,ii_cont,TEXT,cross_sheet_lookup,drv_ii,,"=_xlfn.XLOOKUP(B2,II!G:G,II!K:K,"""")"
499,SE,CAll Cont,call_cont,TEXT,cross_sheet_lookup,drv_call,,"=_xlfn.XLOOKUP(B2,call!H:H,call!N:N,"""")"
500,SF,RR Cont,rr_cont,TEXT,cross_sheet_lookup,hist_rr,,"=_xlfn.XLOOKUP(B2,RR!F:F,RR!Q:Q,"""")"
501,SG,HE Cont,he_cont,TEXT,lookup_local,,,"=_xlfn.IFNA(_xlfn.XLOOKUP(MAX(RN2:RR2), RN2:RR2, SB2:SF2),"""")"
502,SH,SS Entry Only,ss_entry_only,TEXT,conditional,,,"=IF(RX2="""","""",RM2)"
503,SI,SSS Cont,sss_cont,TEXT,cross_sheet_lookup,drv_sss,,"=_xlfn.XLOOKUP(B2,sss!V:V,sss!Z:Z,"""")"
504,SJ,Trig Matched Rule1,trig_matched_rule1,NUMERIC,array_formula,,-9,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc5e0>
505,SK,Trig M Rule2,trig_m_rule2,NUMERIC,array_formula,,-8,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc640>
506,SL,Trig M Rule3,trig_m_rule3,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc6a0>
507,SM,Trig M Rule4,trig_m_rule4,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc700>
508,SN,Trig M Rule5,trig_m_rule5,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc760>
509,SO,Trig M Rule6,trig_m_rule6,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc7c0>
510,SP,Trig M Rule7,trig_m_rule7,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc820>
511,SQ,Trig M Rule8,trig_m_rule8,TEXT,array_formula,,,<openpyxl.worksheet.formula.ArrayFormula object at 0x73cc0dacc880>
